id,x_coord,y_coord,name
3, 45.4402219, 9.0659831, Unknown - picnic_site
10, 45.5213109, 9.0931031, Unknown - picnic_site
18, 45.5218917, 9.1008601, Unknown - picnic_site
20, 45.4750591, 9.1090276, Area picnic via Fratelli Zoia - picnic_site
21, 45.4836835, 9.1050710, Cascina Bellaria - hostel
22, 45.4922307, 9.1009396, Cascina Campi Rizzardi - attraction
24, 45.5206680, 9.1071968, Albero della Vita - attraction
26, 45.5176436, 9.1058028, Unknown - picnic_site
27, 45.5180012, 9.1046952, Unknown - picnic_site
28, 45.5193860, 9.1056562, Unknown - picnic_site
37, 45.5174838, 9.1114712, Unknown - picnic_site
42, 45.4736230, 9.1260358, B&B A San Siro 75 - guest_house
43, 45.4751141, 9.1274892, B&B Luci a San Siro - guest_house
44, 45.4772597, 9.1234593, Museo San Siro - museum
45, 45.4446391, 9.1397297, Nuovorimessaggio - caravan_site
48, 45.4649580, 9.1356317, Aparthotel Visconti - apartment
51, 45.4837247, 9.1407647, Ostello Gioventù AIG Piero Rotta - hostel
69, 45.4958686, 9.1313926, Casasofia - motel
105, 45.5060143, 9.1359334, B&B La Corte del 26 - guest_house
113, 45.4724487, 9.1508571, Mansarda MM1 - apartment
117, 45.4761500, 9.1470053, Museo Popoli e Culture - museum
118, 45.4810649, 9.1411572, Unknown - picnic_site
125, 45.4855909, 9.1484207, Museo Mondo Milan - museum
126, 45.4795364, 9.1455542, Abside di San Siro alla Vepra - attraction
165, 45.4971137, 9.1457489, Star Hostel - hostel
166, 45.5007700, 9.1508245, Unknown - apartment
168, 45.4429038, 9.1550791, Navigliotel - guest_house
178, 45.4639523, 9.1586724, Residence Cimarosa - apartment
188, 45.4710341, 9.1549989, Residence Le Corti - apartment
203, 45.4922432, 9.1535141, B&B Villa Emilia Milano - guest_house
211, 45.4520455, 9.1613185, Mudec - museum
212, 45.4515575, 9.1616625, Mudec - Museo delle Culture - gallery
215, 45.4544732, 9.1686970, Experience Design - guest_house
216, 45.4538918, 9.1627957, Tortona52 - guest_house
218, 45.4521943, 9.1625287, Museo del Teatro di Figura - museum
220, 45.4662047, 9.1706550, Museo del Cenacolo Vinciano - museum
223, 45.4614614, 9.1704138, Unknown - picnic_site
225, 45.4617444, 9.1707094, Unknown - attraction
226, 45.4617049, 9.1706583, Unknown - attraction
227, 45.4656506, 9.1708298, Vigna di Leonardo - museum
230, 45.4632938, 9.1659848, Suitime Milano - guest_house
234, 45.4653115, 9.1625306, B&B Annabel - guest_house
236, 45.4645564, 9.1659927, La Cordata accomodation - apartment
237, 45.4660674, 9.1664965, Movimento arte contemporanea - gallery
238, 45.4634263, 9.1663980, Rossella Orlandi - gallery
239, 45.4700345, 9.1661552, Ariosto Social Club - apartment
242, 45.4668066, 9.1664078, Residenza Vignale - apartment
261, 45.4846834, 9.1628174, GogolOstello - hostel
300, 45.4888703, 9.1706946, Museo del Profumo - museum
304, 45.5024532, 9.1697069, Hotel VIlla Cheta - guest_house
306, 45.5019963, 9.1665134, Bovisa House - apartment
315, 45.5215609, 9.1639709, Museo darte Paolo Pini - museum
317, 45.3881195, 9.1712494, Museo delle pentole nella storia - museum
322, 45.4430017, 9.1787316, Segheria - gallery
329, 45.4493346, 9.1776762, Galleria Contrasto - gallery
330, 45.4521367, 9.1748807, Lavanderia vecchia - attraction
331, 45.4468494, 9.1721536, Unknown - apartment
