id,x_coord,y_coord,name
2, 38.6926735, -9.2221668, Unknown - viewpoint
11, 38.6922828, -9.2171623, Museu dos Combatentes do Ultramar - museum
13, 38.7012167, -9.2138013, Unknown - viewpoint
15, 38.6917871, -9.2152304, Unknown - viewpoint
17, 38.6943666, -9.2118953, Centro de Arqueologia de Lisboa - museum
21, 38.6944734, -9.2093385, Garagem Sul - museum
49, 38.7562461, -9.2102434, Unknown - apartment
52, 38.6956474, -9.2093100, Museu Coleção Berardo - museum
54, 38.6973662, -9.2070794, Museu Nacional de Arqueologia - museum
58, 38.6994971, -9.2059422, Museu do Centro Cultural Casapiano - museum
59, 38.6974468, -9.2029922, Famous Crows Hostel - guest_house
69, 38.6971218, -9.2080263, Museu de Marinha - museum
71, 38.6992651, -9.2053782, Terrace Lisbon Hostel - hostel
72, 38.6944734, -9.2093385, Garagem Sul - museum
74, 38.6935334, -9.2056728, Unknown - viewpoint
77, 38.7097605, -9.2056155, Parque de Merendas do Parque Recreativo dos Moinhos de Santana - picnic_site
82, 38.7188921, -9.2006158, Parque Merendas do Picadeiro - picnic_site
83, 38.7171632, -9.2024656, Parque de merendas das Cavalariças (Montes Claros) - picnic_site
114, 38.6957445, -9.1953987, MAAT - Tejo Power Station - museum
117, 38.6958546, -9.1932922, Unknown - viewpoint
120, 38.7076051, -9.1987460, Museu do Tesouro Real - museum
121, 38.7086628, -9.1994577, Mirante da Ajuda - viewpoint
125, 38.7208558, -9.1967980, Parque de Merendas do Moinho do Penedo - picnic_site
126, 38.7151328, -9.1955994, Parque de Merendas Europa - picnic_site
127, 38.7208188, -9.1965748, Miradouro do Moinho do Penedo - viewpoint
133, 38.7199928, -9.1996254, Unknown - viewpoint
145, 38.7256526, -9.1995904, Parque de Merendas da Estrada do Outeiro - picnic_site
146, 38.7260491, -9.1979380, Parque de Merendas Cruz das Oliveiras - picnic_site
163, 38.7397427, -9.1949769, Unknown - picnic_site
185, 38.7761910, -9.1932483, Unknown - picnic_site
188, 38.7008490, -9.1824432, Museu do Centro Científico e Cultural de Macau - museum
190, 38.7025212, -9.1801889, Galeria do Museu Carris - gallery
192, 38.7113558, -9.1851212, Parque de Merendas - picnic_site
193, 38.7211141, -9.1870175, Unknown - picnic_site
194, 38.7211560, -9.1896589, Parque de Merendas "Alameda Keil do Amaral" - picnic_site
195, 38.7191298, -9.1865071, Parque de Merendas do Alvito - picnic_site
202, 38.7230237, -9.1853799, Parque de Merendas do Miradouro da Escarpa - picnic_site
203, 38.7230532, -9.1852356, Miradouro da Escarpa - viewpoint
216, 38.7286232, -9.1846120, Miradouro Panorâmico do Monsanto - viewpoint
225, 38.7402644, -9.1862477, Parque de Merendas do Centro de Interpretação de Monsanto - picnic_site
233, 38.7495821, -9.1802357, Museu da Música - museum
235, 38.7497734, -9.1798273, Museu Nacional da Música - museum
242, 38.7437360, -9.1882317, Parque de Merendas da Mata de São Domingos de Benfica - picnic_site
253, 38.6999996, -9.1795689, Miradouro Pilar 7 - viewpoint
256, 38.7064881, -9.1717810, Miradouro do Largo das Necessidades - viewpoint
257, 38.7039245, -9.1792451, BMAD- Museu Art Deco - museum
258, 38.7064324, -9.1722900, Museu da Casa de Goa - museum
259, 38.7228595, -9.1699553, Unknown - viewpoint
260, 38.7293161, -9.1697424, Aqueduto das Águas Livres - viewpoint
262, 38.7292923, -9.1697824, Aqueduto das Águas Livres - viewpoint
263, 38.7333914, -9.1756878, Alto da Serafina - viewpoint
264, 38.7293161, -9.1697424, Aqueduto das Águas Livres - viewpoint
285, 38.7329231, -9.1770991, Parque de Merendas do Parque Recreativo da Serafina - picnic_site
286, 38.7375720, -9.1770110, Parque de Merendas do Parque Recreativo do Calhau - picnic_site
287, 38.7314348, -9.1778666, Parque de Merendas do Parque da Pedra - picnic_site
291, 38.7292923, -9.1697824, Aqueduto das Águas Livres - viewpoint
292, 38.7370141, -9.1743973, Miradouro do Moinho das Três Cruzes - viewpoint
297, 38.7431139, -9.1710556, Unknown - viewpoint
298, 38.7431618, -9.1709760, Unknown - viewpoint
300, 38.7452158, -9.1724306, Unknown - viewpoint
301, 38.7450503, -9.1700390, Unknown - picnic_site
302, 38.7452387, -9.1702711, Unknown - picnic_site
373, 38.7041787, -9.1627272, Miradouro da Rocha de Conde de Óbidos - viewpoint
382, 38.7057251, -9.1665474, Cheese & Wine Lapa - guest_house
386, 38.7166447, -9.1624508, Casa Fernando Pessoa - museum
387, 38.7130656, -9.1605847, Miradouro da Basílica da Estrela - viewpoint
391, 38.7177005, -9.1681317, Star hostel - hostel
394, 38.7141490, -9.1623843, Estrela Terrace Apartment - apartment
396, 38.7264769, -9.1687638, Unknown - viewpoint
397, 38.7293161, -9.1697424, Aqueduto das Águas Livres - viewpoint
398, 38.7248170, -9.1668433, Unknown - viewpoint
399, 38.7304255, -9.1612785, LiveOnTop - apartment
401, 38.7296527, -9.1631223, colorida art Gallery - gallery
402, 38.7292923, -9.1697824, Aqueduto das Águas Livres - viewpoint
408, 38.7347513, -9.1613343, Unknown - viewpoint
412, 38.7434472, -9.1682731, Carrossel - theme_park
414, 38.7433081, -9.1682008, Museu das Crianças - museum
420, 38.7478627, -9.1672523, Comtesse Lisbonne Guest House - guest_house
431, 38.7751509, -9.1648109, Museu Nacional do Traje e da Moda - museum
432, 38.7747516, -9.1669443, Museu Nacional do Teatro e da Dança - museum
435, 38.7075514, -9.1538721, Jardim de Santos Hostel - hostel
436, 38.7089731, -9.1498220, Verso Branco - gallery
437, 38.7080039, -9.1557935, Museu da Marioneta - museum
439, 38.7101736, -9.1501831, Dear Lisbon - guest_house
440, 38.7078315, -9.1546443, Mana Guest House - guest_house
441, 38.7103382, -9.1504609, atelier Re.al - gallery
442, 38.7061616, -9.1573639, Kab+1 - hostel
443, 38.7078251, -9.1503654, Museu das Comunicações - museum
446, 38.7082467, -9.1535640, Cheese & Wine - guest_house
447, 38.7081599, -9.1538622, The Saints Suites - guest_house
449, 38.7108247, -9.1516099, NowHere - gallery
451, 38.7211943, -9.1518581, Lisbon Dreams - guest_house
452, 38.7203379, -9.1507528, Altis Prime - apartment
455, 38.7164611, -9.1548050, Unknown - guest_house
456, 38.7156206, -9.1518164, Unknown - picnic_site
457, 38.7158484, -9.1582997, Museu João de Deus - museum
459, 38.7196530, -9.1563937, The Postcard Lisbon - guest_house
460, 38.7209115, -9.1562268, Lisbon Economy Guest Houses - Old Town I - hostel
462, 38.7182875, -9.1545148, Casa-Museu Mestre João da Silva - museum
472, 38.7209475, -9.1501763, Altis Suites - apartment
474, 38.7114641, -9.1501351, Vale 12 - 3 - guest_house
475, 38.7148574, -9.1554436, Back to Lisbon - hostel
476, 38.7192555, -9.1558216, Wallis São Bento - guest_house
483, 38.7143508, -9.1510381, Flores Guesthouse - guest_house
