-9.2298,38.6914,-9.2198,38.7014
-9.2298,38.7014,-9.2198,38.7114
-9.2298,38.7114,-9.2198,38.7214
-9.2198,38.6914,-9.2098,38.7014
-9.2198,38.7014,-9.2098,38.7114
-9.2198,38.7114,-9.2098,38.7214
-9.2198,38.7214,-9.2098,38.7314
-9.2198,38.7414,-9.2098,38.7514
-9.2198,38.7514,-9.2098,38.7614
-9.2098,38.6914,-9.1998,38.7014
-9.2098,38.7014,-9.1998,38.7114
-9.2098,38.7114,-9.1998,38.7214
-9.2098,38.7214,-9.1998,38.7314
-9.2098,38.7314,-9.1998,38.7414
-9.2098,38.7414,-9.1998,38.7514
-9.2098,38.7514,-9.1998,38.7614
-9.2098,38.7614,-9.1998,38.7714
-9.1998,38.6914,-9.1898,38.7014
-9.1998,38.7014,-9.1898,38.7114
-9.1998,38.7114,-9.1898,38.7214
-9.1998,38.7214,-9.1898,38.7314
-9.1998,38.7314,-9.1898,38.7414
-9.1998,38.7414,-9.1898,38.7514
-9.1998,38.7514,-9.1898,38.7614
-9.1998,38.7614,-9.1898,38.7714
-9.1998,38.7714,-9.1898,38.7814
-9.1898,38.6914,-9.1798,38.7014
-9.1898,38.7014,-9.1798,38.7114
-9.1898,38.7114,-9.1798,38.7214
-9.1898,38.7214,-9.1798,38.7314
-9.1898,38.7314,-9.1798,38.7414
-9.1898,38.7414,-9.1798,38.7514
-9.1898,38.7514,-9.1798,38.7614
-9.1898,38.7614,-9.1798,38.7714
-9.1898,38.7714,-9.1798,38.7814
-9.1798,38.6914,-9.1698,38.7014
-9.1798,38.7014,-9.1698,38.7114
-9.1798,38.7114,-9.1698,38.7214
-9.1798,38.7214,-9.1698,38.7314
-9.1798,38.7314,-9.1698,38.7414
-9.1798,38.7414,-9.1698,38.7514
-9.1798,38.7514,-9.1698,38.7614
-9.1798,38.7614,-9.1698,38.7714
-9.1798,38.7714,-9.1698,38.7814
-9.1798,38.7814,-9.1698,38.7914
-9.1698,38.6914,-9.1598,38.7014
-9.1698,38.7014,-9.1598,38.7114
-9.1698,38.7114,-9.1598,38.7214
-9.1698,38.7214,-9.1598,38.7314
-9.1698,38.7314,-9.1598,38.7414
-9.1698,38.7414,-9.1598,38.7514
-9.1698,38.7514,-9.1598,38.7614
-9.1698,38.7614,-9.1598,38.7714
-9.1698,38.7714,-9.1598,38.7814
-9.1698,38.7814,-9.1598,38.7914
-9.1598,38.7014,-9.1498,38.7114
-9.1598,38.7114,-9.1498,38.7214
-9.1598,38.7214,-9.1498,38.7314
-9.1598,38.7314,-9.1498,38.7414
-9.1598,38.7414,-9.1498,38.7514
-9.1598,38.7514,-9.1498,38.7614
-9.1598,38.7614,-9.1498,38.7714
-9.1598,38.7714,-9.1498,38.7814
-9.1598,38.7814,-9.1498,38.7914
-9.1598,38.7914,-9.1498,38.8014
-9.1498,38.7014,-9.1398,38.7114
-9.1498,38.7114,-9.1398,38.7214
-9.1498,38.7214,-9.1398,38.7314
-9.1498,38.7314,-9.1398,38.7414
-9.1498,38.7414,-9.1398,38.7514
-9.1498,38.7514,-9.1398,38.7614
-9.1498,38.7614,-9.1398,38.7714
-9.1498,38.7714,-9.1398,38.7814
-9.1498,38.7814,-9.1398,38.7914
-9.1498,38.7914,-9.1398,38.8014
-9.1398,38.7014,-9.1298,38.7114
-9.1398,38.7114,-9.1298,38.7214
-9.1398,38.7214,-9.1298,38.7314
-9.1398,38.7314,-9.1298,38.7414
-9.1398,38.7414,-9.1298,38.7514
-9.1398,38.7514,-9.1298,38.7614
-9.1398,38.7614,-9.1298,38.7714
-9.1398,38.7714,-9.1298,38.7814
-9.1398,38.7814,-9.1298,38.7914
-9.1298,38.7014,-9.1198,38.7114
-9.1298,38.7114,-9.1198,38.7214
-9.1298,38.7214,-9.1198,38.7314
-9.1298,38.7314,-9.1198,38.7414
-9.1298,38.7414,-9.1198,38.7514
-9.1298,38.7514,-9.1198,38.7614
-9.1298,38.7614,-9.1198,38.7714
-9.1298,38.7714,-9.1198,38.7814
-9.1298,38.7814,-9.1198,38.7914
-9.1198,38.7114,-9.1098,38.7214
-9.1198,38.7214,-9.1098,38.7314
-9.1198,38.7314,-9.1098,38.7414
-9.1198,38.7414,-9.1098,38.7514
-9.1198,38.7514,-9.1098,38.7614
-9.1198,38.7614,-9.1098,38.7714
-9.1198,38.7714,-9.1098,38.7814
-9.1198,38.7814,-9.1098,38.7914
-9.1098,38.7214,-9.0998,38.7314
-9.1098,38.7314,-9.0998,38.7414
-9.1098,38.7414,-9.0998,38.7514
-9.1098,38.7514,-9.0998,38.7614
-9.1098,38.7614,-9.0998,38.7714
-9.1098,38.7714,-9.0998,38.7814
-9.1098,38.7814,-9.0998,38.7914
-9.1098,38.7914,-9.0998,38.8014
-9.0998,38.7314,-9.0898,38.7414
-9.0998,38.7414,-9.0898,38.7514
-9.0998,38.7514,-9.0898,38.7614
-9.0998,38.7614,-9.0898,38.7714
-9.0998,38.7714,-9.0898,38.7814
-9.0998,38.7814,-9.0898,38.7914
-9.0998,38.7914,-9.0898,38.8014
-9.0898,38.7814,-9.0798,38.7914
-9.0898,38.7914,-9.0798,38.8014
